date,id,paper_title,page,n_pages,string_length,character_proportion,men_count,women_count,size,total_count,year,men_areas,women_areas
1962-11-29,KBNRC01:000036241:mpeg21:a0234,Algemeen Handelsblad,18,18,150,2.533236057068742e-05,1,1,5921280,2,1962,[0.0024648386835278858],[0.0029243677042801557]
1962-11-30,KBNRC01:000036243:mpeg21:a0147,Algemeen Handelsblad,12,24,853,7.481174497035728e-05,1,2,11401953,3,1962,[0.04183467516485991],"[0.0595525170117786, 0.06482556102450168]"
1962-11-30,KBNRC01:000036243:mpeg21:a0150,Algemeen Handelsblad,12,24,1244,7.591061927321806e-05,1,1,16387694,2,1962,[0.029305526451738725],[0.021433583028826385]
1962-12-01,KBNRC01:000036246:mpeg21:a0229,Algemeen Handelsblad,19,28,111,0.00014566585041298234,1,0,762018,1,1962,[0.13413593904605928],[]
1962-12-04,KBNRC01:000036249:mpeg21:a0124,Algemeen Handelsblad,9,14,213,0.00034754402224281743,0,1,612872,1,1962,[],[0.044687960944536545]
1962-12-05,KBNRC01:000036252:mpeg21:a0173,Algemeen Handelsblad,12,12,0,0.0,3,0,3364260,3,1962,"[0.03197820620284996, 0.01840166931212213, 0.025191275347327496]",[]
1962-12-07,KBNRC01:000036256:mpeg21:a0185,Algemeen Handelsblad,13,16,487,0.00027768939614245523,2,1,1753758,3,1962,"[0.01902657037059845, 0.00846753086799889]",[0.007731967580475755]
1962-12-08,KBNRC01:000036258:mpeg21:a0032,Algemeen Handelsblad,3,24,384,7.537237190377066e-05,3,3,5094705,6,1962,"[0.011968308273001086, 0.009608407159982766, 0.00858459910828988]","[0.01869097425660563, 0.009778780125640247, 0.02194945536591422]"
1962-12-11,KBNRC01:000036679:mpeg21:a0196,Algemeen Handelsblad,14,14,558,6.007948580573697e-05,0,1,9287696,1,1962,[],[0.10374585903759125]
1962-12-12,KBNRC01:000036681:mpeg21:a0033,Algemeen Handelsblad,3,14,113,9.044746683059268e-05,1,2,1249344,3,1962,[0.002577352594641668],"[0.006476198709082527, 0.00437989857076994]"
1962-12-12,KBNRC01:000036681:mpeg21:a0170,Algemeen Handelsblad,12,14,343,6.76459219172787e-05,2,1,5070520,3,1962,"[0.11006681760450604, 0.06404293839685081]",[0.11595477386934673]
1962-12-13,KBNRC01:000036683:mpeg21:a0235,Algemeen Handelsblad,20,20,1040,0.0001065440590418001,2,2,9761220,4,1962,"[0.016079957218462445, 0.023760964305691298]","[0.01845261145635484, 0.02813101231198559]"
1962-12-14,KBNRC01:000036684:mpeg21:a0151,Algemeen Handelsblad,12,22,715,7.102018761249002e-05,1,1,10067560,2,1962,[0.1154981941999849],[0.20837104521850378]
1962-12-14,KBNRC01:000036684:mpeg21:a0183,Algemeen Handelsblad,15,22,116,6.360723192293435e-05,1,0,1823692,1,1962,[0.03735279860853697],[]
1962-12-14,KBNRC01:000036684:mpeg21:a0206,Algemeen Handelsblad,17,22,71,9.903724637398139e-05,1,0,716902,1,1962,[0.02302406744575967],[]
1962-12-14,KBNRC01:000036684:mpeg21:a0226,Algemeen Handelsblad,19,22,158,0.00014720816912168897,2,0,1073310,2,1962,"[0.015622699872357473, 0.006845179864158538]",[]
1962-12-15,KBNRC01:000036686:mpeg21:a0105,Algemeen Handelsblad,11,28,1067,0.0001839021027231989,1,0,5802000,1,1962,[0.05290882454326094],[]
1962-12-15,KBNRC01:000036686:mpeg21:a0140,Algemeen Handelsblad,14,28,696,0.00014061424179831068,1,2,4949712,3,1962,[0.012123129588145735],"[0.018572797770860204, 0.016607026833076348]"
1962-12-17,KBNRC01:000036688:mpeg21:a0074,Algemeen Handelsblad,6,16,418,3.957111350368035e-05,1,1,10563261,2,1962,[0.07262388006885374],[0.049935621206368]
1962-12-18,KBNRC01:000036690:mpeg21:a0084,Algemeen Handelsblad,6,16,906,0.00014814870532584785,0,1,6115477,1,1962,[],[0.17615911236359813]
1962-12-18,KBNRC01:000036690:mpeg21:a0102,Algemeen Handelsblad,7,16,242,0.0003320927883718122,0,1,728712,1,1962,[],[0.0230132068636169]
1962-12-19,KBNRC01:000036692:mpeg21:a0166,Algemeen Handelsblad,14,18,18,5.541257742368457e-06,0,1,3248360,1,1962,[],[0.022525212722727776]
1962-12-19,KBNRC01:000036692:mpeg21:a0190,Algemeen Handelsblad,16,18,319,5.435986571920318e-05,0,1,5868300,1,1962,[],[0.08252611488846855]
1962-12-19,KBNRC01:000036692:mpeg21:a0207,Algemeen Handelsblad,18,18,1991,0.0002737997059575433,0,1,7271739,1,1962,[],[0.07167418962644287]
1962-12-24,KBNRC01:000036706:mpeg21:a0124,Algemeen Handelsblad,8,36,1396,0.0003591060523003496,4,0,3887431,4,1962,"[0.00272673650027486, 0.0017898709970672149, 0.0024926487441191882, 0.0021175938556851556]",[]
1963-01-05,KBNRC01:000035484:mpeg21:a0195,Algemeen Handelsblad,20,22,703,6.944543228843147e-05,2,2,10123056,4,1963,"[0.0006867491397854561, 0.0008809592676361763]","[0.0012343110617979393, 0.0021068736555443337]"
1963-01-08,KBNRC01:000035486:mpeg21:a0116,Algemeen Handelsblad,9,14,221,0.00040602235878781204,0,1,544305,1,1963,[],[0.0221456720037479]
1963-01-10,KBNRC01:000035926:mpeg21:a0164,Algemeen Handelsblad,12,14,957,0.00021883879607105468,1,0,4373082,1,1963,[0.19270688269737452],[]
1963-01-10,KBNRC01:000035926:mpeg21:a0180,Algemeen Handelsblad,14,14,863,0.00013884683440479757,0,1,6215482,1,1963,[],[0.006354776668969518]
1963-01-11,KBNRC01:000035490:mpeg21:a0108,Algemeen Handelsblad,8,16,2599,0.00016639297295393944,0,6,15619650,6,1963,[],"[0.009593684877702124, 0.010872458729869108, 0.009108654803404686, 0.011293402861139654, 0.01009062302932524, 0.009460583303723194]"
1963-01-11,KBNRC01:000035490:mpeg21:a0137,Algemeen Handelsblad,11,16,569,0.00029849994596573915,0,1,1906198,1,1963,[],[0.310472469281785]
1963-01-11,KBNRC01:000035490:mpeg21:a0189,Algemeen Handelsblad,16,16,188,3.667577058134998e-05,1,1,5126000,2,1963,[0.002072181037846274],[0.0019106515801794771]
1963-01-15,KBNRC01:000035496:mpeg21:a0018,Algemeen Handelsblad,2,14,574,0.00023342442579217906,0,1,2459040,1,1963,[],[0.02896008198321296]
1963-01-15,KBNRC01:000035496:mpeg21:a0171,Algemeen Handelsblad,14,14,1019,0.0001767534059288539,1,0,5765094,1,1963,[0.011614728224726258],[]
1963-01-15,KBNRC01:000035496:mpeg21:a0175,Algemeen Handelsblad,14,14,1014,0.00012790795067748326,1,0,7927576,1,1963,[0.04075369318439836],[]
1963-01-16,KBNRC01:000035503:mpeg21:a0124,Algemeen Handelsblad,9,14,785,0.00015570120284633698,0,1,5041708,1,1963,[],[0.001465178070606231]
1963-01-17,KBNRC01:000035504:mpeg21:a0119,Algemeen Handelsblad,10,14,657,0.00018011645886107186,4,1,3647640,5,1963,"[0.02166661183669441, 0.024713513394962222, 0.016030638988496673, 0.024506530249695693]",[0.026941255167724887]
1963-01-18,KBNRC01:000035505:mpeg21:a0162,Algemeen Handelsblad,14,16,640,0.00013074560541548295,3,0,4895002,3,1963,"[0.0036322763504488863, 0.009612457768148001, 0.010683754572521114]",[]
1963-01-21,KBNRC01:000035517:mpeg21:a0064,Algemeen Handelsblad,4,12,862,9.5712055499668e-05,2,3,9006180,5,1963,"[0.002785309642934074, 0.0031088652458645064]","[0.0033523647095660978, 0.0029823965321590287, 0.0038756720385335402]"
1963-01-22,KBNRC01:000035518:mpeg21:a0089,Algemeen Handelsblad,7,12,222,0.00037692409563684886,0,1,588978,1,1963,[],[0.05467776385535623]
1963-01-23,KBNRC01:000035529:mpeg21:a0172,Algemeen Handelsblad,12,14,0,0.0,0,1,4149951,1,1963,[],[0.09169867306866997]
1963-01-23,KBNRC01:000035529:mpeg21:a0182,Algemeen Handelsblad,12,14,353,0.0003817640092791365,1,0,924655,1,1963,[0.02814671417988331],[]
1963-01-25,KBNRC01:000035531:mpeg21:a0220,Algemeen Handelsblad,18,18,695,6.898019285869403e-05,1,1,10075356,2,1963,[0.0895090952617456],[0.08741170039053707]
1963-01-26,KBNRC01:000035537:mpeg21:a0203,Algemeen Handelsblad,20,24,1096,0.00014112345082890713,1,2,7766250,3,1963,[0.058931144374698215],"[0.02503138580395944, 0.016509383550619667]"
1963-01-31,KBNRC01:000035543:mpeg21:a0073,Algemeen Handelsblad,6,16,1089,0.00011885207881999204,1,1,9162650,2,1963,[0.005088484226724801],[0.006669467894113603]
1963-01-31,KBNRC01:000035543:mpeg21:a0184,Algemeen Handelsblad,14,16,353,3.2410506145601224e-05,2,1,10891530,3,1963,"[0.037295311127086825, 0.026151697695365114]",[0.023546003178616777]
1963-02-01,KBNRC01:000035544:mpeg21:a0212,Algemeen Handelsblad,14,14,778,0.00012110176455233052,0,8,6424349,8,1963,[],"[0.007606218155333715, 0.010002569910196348, 0.008547480842027728, 0.008165652270759263, 0.021199346424050126, 0.015658862866883477, 0.010428760953055321, 0.009912911020245009]"
1963-02-01,KBNRC01:000035544:mpeg21:a0215,Algemeen Handelsblad,14,14,1127,0.0002213642638332041,2,0,5091156,2,1963,"[0.0023735277410474164, 0.010714462491426309]",[]
1963-02-05,KBNRC01:000035564:mpeg21:a0165,Algemeen Handelsblad,12,12,357,4.7312253184432706e-05,3,0,7545614,3,1963,"[0.0691262500308126, 0.06248795657980914, 0.10935319511440686]",[]
1963-02-06,KBNRC01:000035568:mpeg21:a0087,Algemeen Handelsblad,6,38,1019,0.00015121218304242176,1,1,6738875,2,1963,[0.012981098477119698],[0.018072007568028788]
1963-02-06,KBNRC01:000035568:mpeg21:a0159,Algemeen Handelsblad,12,38,99,2.662618052819349e-05,5,1,3718145,6,1963,"[0.005886806458596961, 0.005233254754723121, 0.008680134852191079, 0.021130967189283905, 0.017135964304781013]",[0.0075403191645296245]
1963-02-06,KBNRC01:000035568:mpeg21:a0160,Algemeen Handelsblad,12,38,1,2.2759503287496447e-07,1,0,4393769,1,1963,[0.06817518171756412],[]
1963-02-08,KBNRC01:000035872:mpeg21:a0026,Algemeen Handelsblad,2,16,112,8.025521157280151e-05,2,0,1395548,2,1963,"[0.014084789631026665, 0.019375901079719222]",[]
1963-02-13,KBNRC01:000035886:mpeg21:a0097,Algemeen Handelsblad,6,14,427,0.00024599749969754405,1,2,1735790,3,1963,[0.017142626700234476],"[0.015513397357975332, 0.017882347518997112]"
1963-02-15,KBNRC01:000035891:mpeg21:a0085,Algemeen Handelsblad,6,18,308,9.364252392140836e-05,0,1,3289104,1,1963,[],[0.059697108999897844]
1963-02-15,KBNRC01:000035891:mpeg21:a0160,Algemeen Handelsblad,14,18,81,2.2801178229772823e-05,0,2,3552448,2,1963,[],"[0.1429887221431531, 0.16506673707820635]"
1963-02-15,KBNRC01:000035891:mpeg21:a0195,Algemeen Handelsblad,16,18,541,7.66439199979146e-05,0,1,7058616,1,1963,[],[0.028134127143338013]
1963-02-16,KBNRC01:000035892:mpeg21:a0035,Algemeen Handelsblad,3,28,384,7.653297644518276e-05,3,3,5017445,6,1963,"[0.01090116583241072, 0.00926766511640885, 0.00963598006555129]","[0.021016672828501358, 0.01485218074139328, 0.008179461857578908]"
1963-02-16,KBNRC01:000035892:mpeg21:a0077,Algemeen Handelsblad,6,28,1352,0.00041010670357627003,1,0,3296703,1,1963,[0.01768190825803841],[]
1963-02-19,KBNRC01:000035899:mpeg21:a0091,Algemeen Handelsblad,6,14,605,7.607195124051978e-05,2,1,7952997,3,1963,"[0.010123479236821038, 0.08151317044379622]",[0.013340379733577165]
1963-02-19,KBNRC01:000035899:mpeg21:a0136,Algemeen Handelsblad,9,14,380,0.00013802371828632658,1,0,2753150,1,1963,[0.019374171403664892],[]
1963-02-20,KBNRC01:000035901:mpeg21:a0079,Algemeen Handelsblad,6,16,696,6.508033353670938e-05,2,1,10694475,3,1963,"[0.008928722541312219, 0.10013591129999369]",[0.0963160884475395]
1963-02-20,KBNRC01:000035901:mpeg21:a0150,Algemeen Handelsblad,12,16,61,1.8685107540451728e-05,2,0,3264632,2,1963,"[0.09839148792268164, 0.08547701547984582]",[]
1963-02-20,KBNRC01:000035901:mpeg21:a0194,Algemeen Handelsblad,16,16,228,3.424811860664233e-05,0,8,6657300,8,1963,[],"[0.01760353296381416, 0.010423144518047857, 0.007643639313235096, 0.012855211572259023, 0.023441635497874515, 0.017747435146380663, 0.010855451909933457, 0.019112402926111185]"
1963-02-21,KBNRC01:000035902:mpeg21:a0074,Algemeen Handelsblad,6,14,510,4.438509026491373e-05,1,0,11490345,1,1963,[0.2645951883951265],[]
1963-02-21,KBNRC01:000035902:mpeg21:a0188,Algemeen Handelsblad,14,14,372,7.881355932203391e-05,0,3,4720000,3,1963,[],"[0.16214555084745763, 0.18828474576271187, 0.19917372881355933]"
1963-02-22,KBNRC01:000035904:mpeg21:a0236,Algemeen Handelsblad,17,18,92,0.00013559142177922473,1,0,678509,1,1963,[0.07100569041825532],[]
1963-02-23,KBNRC01:000035905:mpeg21:a0110,Algemeen Handelsblad,9,28,199,0.0001536756671184268,0,1,1294935,1,1963,[],[0.17237313069767982]
1963-02-25,KBNRC01:000035906:mpeg21:a0147,Algemeen Handelsblad,10,12,320,6.207709975789931e-05,1,1,5154880,2,1963,[0.04275560245825315],[0.026369188031535165]
1963-02-27,KBNRC01:000035925:mpeg21:a0142,Algemeen Handelsblad,11,16,65,3.582123769540485e-05,1,0,1814566,1,1963,[0.008540885258513606],[]
1963-03-01,KBNRC01:000033696:mpeg21:a0040,Algemeen Handelsblad,3,18,295,6.30362892438295e-05,1,1,4679844,2,1963,[0.07064914984345633],[0.05207737693820563]
1963-03-02,KBNRC01:000033699:mpeg21:a0102,Algemeen Handelsblad,9,28,913,0.00012000451627073279,1,0,7608047,1,1963,[0.01816708019811129],[]
1963-03-05,KBNRC01:000033706:mpeg21:a0101,Algemeen Handelsblad,6,14,1027,9.852216748768474e-05,11,1,10424050,12,1963,"[0.0016106983370187211, 0.002048436068514637, 0.0013209836867628226, 0.0025832569874472975, 0.002275027460535972, 0.0025303025215727094, 0.0018253941606189532, 0.001491167060787314, 0.008864117113789746, 0.004747674848067689, 0.012194588475688432]",[0.0017313807972908803]
1963-03-05,KBNRC01:000033706:mpeg21:a0123,Algemeen Handelsblad,8,14,788,0.00010304318699500827,1,3,7647279,4,1963,[0.013224573080176622],"[0.021979059479848975, 0.01799398191173619, 0.01679603948018635]"
1963-03-05,KBNRC01:000033706:mpeg21:a0180,Algemeen Handelsblad,11,14,189,8.873339417908936e-05,0,1,2129976,1,1963,[],[0.028200317750059156]
1963-03-11,KBNRC01:000033721:mpeg21:a0107,Algemeen Handelsblad,8,14,40,4.448240276146756e-05,1,0,899232,1,1963,[0.03828489199672609],[]
1963-03-12,KBNRC01:000033722:mpeg21:a0046,Algemeen Handelsblad,3,16,348,0.00016181545784009843,1,0,2150598,1,1963,[0.026437297905047806],[]
1963-03-13,KBNRC01:000033723:mpeg21:a0159,Algemeen Handelsblad,12,16,264,0.00023863241929885455,1,0,1106304,1,1963,[0.014616235682054841],[]
1963-03-14,KBNRC01:000033724:mpeg21:a0004,Algemeen Handelsblad,1,16,272,0.00018231540565177758,2,0,1491920,2,1963,"[0.039947182154539115, 0.059550109925465174]",[]
1963-03-14,KBNRC01:000033724:mpeg21:a0095,Algemeen Handelsblad,8,16,934,0.0002892797986067492,1,1,3228708,2,1963,[0.03376954496969066],[0.020108662660110483]
1963-03-15,KBNRC01:000033725:mpeg21:a0264,Algemeen Handelsblad,20,22,335,5.09884995819704e-05,0,1,6570109,1,1963,[],[0.022409217259561447]
1963-03-16,KBNRC01:000033726:mpeg21:a0094,Algemeen Handelsblad,8,32,3626,0.00011680949897680547,0,1,31041996,1,1963,[],[0.0859755925488812]
1963-03-16,KBNRC01:000033726:mpeg21:a0229,Algemeen Handelsblad,21,32,82,3.983428935627788e-05,2,0,2058528,2,1963,"[0.0327690466197205, 0.040020830418629236]",[]
1963-03-19,KBNRC01:000033730:mpeg21:a0044,Algemeen Handelsblad,3,16,39,1.9022951923147274e-05,1,0,2050155,1,1963,[0.05243115764417813],[]
1963-03-19,KBNRC01:000033730:mpeg21:a0195,Algemeen Handelsblad,14,16,414,0.00013628054832182356,1,1,3037851,2,1963,[0.030148285745416743],[0.05154663609242191]
1963-03-19,KBNRC01:000033730:mpeg21:a0218,Algemeen Handelsblad,16,16,263,3.377043143202808e-05,0,2,7787878,2,1963,[],"[0.007163954032150991, 0.02351577669809414]"
1963-03-20,KBNRC01:000033731:mpeg21:a0096,Algemeen Handelsblad,6,16,643,5.697451334196015e-05,0,1,11285748,1,1963,[],[0.15888517092531218]
1963-03-20,KBNRC01:000033731:mpeg21:a0237,Algemeen Handelsblad,16,16,93,2.8383911632642604e-05,1,1,3276504,2,1963,[0.042873745919431196],[0.03776891467246797]
1963-03-21,KBNRC01:000033732:mpeg21:a0054,Algemeen Handelsblad,4,18,1416,0.00032637797889053616,0,1,4338528,1,1963,[],[0.04049299670302923]
1963-03-21,KBNRC01:000033732:mpeg21:a0084,Algemeen Handelsblad,7,18,461,0.0002350203820279251,0,1,1961532,1,1963,[],[0.02392874549076946]
1963-03-21,KBNRC01:000033732:mpeg21:a0094,Algemeen Handelsblad,8,18,13,1.758682514109707e-06,1,0,7391897,1,1963,[0.021154515545874084],[]
1963-03-21,KBNRC01:000033732:mpeg21:a0113,Algemeen Handelsblad,10,18,257,3.0495582886875623e-05,0,1,8427450,1,1963,[],[0.04629893977419029]
1963-03-22,KBNRC01:000033733:mpeg21:a0017,Algemeen Handelsblad,1,20,12,1.520403819254394e-05,1,1,789264,2,1963,[0.028766040260293134],[0.01747704190232926]
1963-03-22,KBNRC01:000033733:mpeg21:a0090,Algemeen Handelsblad,8,20,1019,0.00012073692892410127,0,1,8439837,1,1963,[],[0.020655612187770924]
1963-03-23,KBNRC01:000033734:mpeg21:a0087,Algemeen Handelsblad,5,28,332,0.00021895764290778388,1,1,1516275,2,1963,[0.016941517864503472],[0.020316895022340933]
1963-03-23,KBNRC01:000033734:mpeg21:a0275,Algemeen Handelsblad,19,28,197,0.00017079641414228987,1,0,1153420,1,1963,[0.02715749683549791],[]
1963-03-26,KBNRC01:000033736:mpeg21:a0037,Algemeen Handelsblad,3,16,208,9.793304769527756e-05,1,0,2123900,1,1963,[0.058173171994915014],[]
1963-03-28,KBNRC01:000033738:mpeg21:a0101,Algemeen Handelsblad,8,18,472,0.00011410050126864287,1,0,4136704,1,1963,[0.020989899204777524],[]
1963-03-29,KBNRC01:000033739:mpeg21:a0152,Algemeen Handelsblad,12,24,357,1.0932827087294887e-05,2,0,32653951,2,1963,"[0.03800336443207133, 0.06780554671623044]",[]
1963-04-01,KBNRC01:000033753:mpeg21:a0145,Algemeen Handelsblad,11,16,465,0.00040216842294626,1,0,1156232,1,1963,[0.02367171986244975],[]
1963-04-02,KBNRC01:000033754:mpeg21:a0006,Algemeen Handelsblad,1,14,225,0.00016565738371771986,0,2,1358225,2,1963,[],"[0.05342119310129029, 0.04805389386883616]"
1963-04-05,KBNRC01:000033757:mpeg21:a0060,Algemeen Handelsblad,5,28,424,0.00014099335136540754,0,1,3007234,1,1963,[],[0.10401052927706989]
1963-04-09,KBNRC01:000033786:mpeg21:a0160,Algemeen Handelsblad,12,20,581,6.457249507342982e-05,0,7,8997639,7,1963,[],"[0.025741864060116214, 0.02603016191247504, 0.02192330676969814, 0.020265649688768355, 0.03872882652882606, 0.14457192603526325, 0.033344747438744764]"
1963-04-10,KBNRC01:000033787:mpeg21:a0110,Algemeen Handelsblad,10,24,303,3.7762260770469754e-05,1,1,8023884,2,1963,[0.09164763598277342],[0.08383371444552289]
1963-04-11,KBNRC01:000033788:mpeg21:a0035,Algemeen Handelsblad,3,24,0,0.0,1,0,1720072,1,1963,[0.024075736364524276],[]
1963-04-11,KBNRC01:000033788:mpeg21:a0210,Algemeen Handelsblad,20,24,742,0.00010970098203077215,0,1,6763841,1,1963,[],[0.005286049745994916]
1963-04-16,KBNRC01:000033794:mpeg21:a0231,Algemeen Handelsblad,16,16,788,0.00012095098169833596,1,0,6515036,1,1963,[0.002265835522627964],[]
1963-04-17,KBNRC01:000033830:mpeg21:a0083,Algemeen Handelsblad,5,14,1090,0.00037884290948573987,2,3,2877182,5,1963,"[0.002510790071674298, 0.0041206986558375526]","[0.003899649031587157, 0.002127081289956631, 0.0019904893051603963]"
1963-04-18,KBNRC01:000033831:mpeg21:a0216,Algemeen Handelsblad,18,20,315,2.774163048218653e-05,1,1,11354776,2,1963,[0.015569659850621448],[0.020762805008218567]
1963-04-19,KBNRC01:000033832:mpeg21:a0147,Algemeen Handelsblad,11,22,213,0.0004203455121702853,1,0,506726,1,1963,[0.02322754309034863],[]
1963-04-19,KBNRC01:000033832:mpeg21:a0168,Algemeen Handelsblad,13,22,59,2.0569424422182213e-05,0,1,2868335,1,1963,[],[0.1200306100926147]
1963-04-20,KBNRC01:000033833:mpeg21:a0105,Algemeen Handelsblad,9,28,451,9.186926453663058e-05,3,1,4909150,4,1963,"[0.00621798070949146, 0.00805190307894442, 0.019415173706242426]",[0.013844555574794007]
1963-04-20,KBNRC01:000033833:mpeg21:a0250,Algemeen Handelsblad,20,28,2042,0.00014266407626338046,1,0,14313344,1,1963,[0.003014180334099425],[]
1963-04-22,KBNRC01:000033834:mpeg21:a0121,Algemeen Handelsblad,8,16,1877,0.00022128520845726842,6,1,8482266,7,1963,"[0.0042017074211065765, 0.0035802932848368585, 0.004645220982223382, 0.008947373260871564, 0.023290946075022877, 0.005901135380569296]",[0.00964223475189295]
1963-04-23,KBNRC01:000033835:mpeg21:a0027,Algemeen Handelsblad,2,14,22,7.611145207504035e-06,1,0,2890498,1,1963,[0.031347885381688555],[]
1963-04-23,KBNRC01:000033835:mpeg21:a0103,Algemeen Handelsblad,7,14,65,3.3960292580982235e-05,1,0,1914000,1,1963,[0.0077021943573667715],[]
1963-04-24,KBNRC01:000033836:mpeg21:a0181,Algemeen Handelsblad,14,18,556,9.970849611432764e-05,1,3,5576255,4,1963,[0.021390700389419065],"[0.018443561135564997, 0.040872413474634856, 0.03833110214651231]"
1963-04-26,KBNRC01:000033838:mpeg21:a0120,Algemeen Handelsblad,10,24,680,0.00011598371588628956,1,0,5862892,1,1963,[0.10391936266265864],[]
1963-04-29,KBNRC01:000033840:mpeg21:a0236,Algemeen Handelsblad,18,18,516,0.00022742298029882328,1,3,2268900,4,1963,[0.024064524659526642],"[0.027303979902155228, 0.036913923046410155, 0.034984353651549206]"
1963-04-30,KBNRC01:000033841:mpeg21:a0037,Algemeen Handelsblad,3,12,13,1.927272446942189e-06,2,0,6745284,2,1963,"[0.04501589555013547, 0.06313877962736632]",[]
1963-04-30,KBNRC01:000033841:mpeg21:a0085,Algemeen Handelsblad,6,12,184,0.0003692199025580518,0,1,498348,1,1963,[],[0.05935611259601724]
1963-05-01,KBNRC01:000033154:mpeg21:a0190,Algemeen Handelsblad,14,14,31,1.5996491092276532e-05,1,2,1937925,3,1963,[0.03314472954319698],"[0.03094082588335462, 0.04475095785440613]"
1963-05-02,KBNRC01:000033157:mpeg21:a0025,Algemeen Handelsblad,2,18,120,7.165394013074456e-05,2,0,1674716,2,1963,"[0.004111144815001469, 0.04784512717380141]",[]
1963-05-02,KBNRC01:000033157:mpeg21:a0119,Algemeen Handelsblad,8,18,737,8.933417794737937e-05,0,1,8249922,1,1963,[],[0.004462587646283201]
1963-05-02,KBNRC01:000033157:mpeg21:a0241,Algemeen Handelsblad,18,18,470,4.156960091148868e-05,0,1,11306339,1,1963,[],[0.263418600839759]
1963-05-03,KBNRC01:000033158:mpeg21:a0074,Algemeen Handelsblad,5,22,30,6.784429282501374e-05,1,1,442189,2,1963,[0.017065101121918457],[0.01743146030317353]
1963-05-03,KBNRC01:000033158:mpeg21:a0108,Algemeen Handelsblad,8,22,4501,0.00013691578769529513,2,13,32874222,15,1963,"[0.0013256891676402258, 0.0016611799968984818]","[0.014545621794486877, 0.016746099725188934, 0.007609913931955561, 0.007324583985592116, 0.01134210871971358, 0.013474813183411611, 0.003176105582057577, 0.006221683360293667, 0.0024400881639115293, 0.001215542074273271, 0.0030388551856831776, 0.002889133011269438, 0.0016534535783082561]"
1963-05-03,KBNRC01:000033158:mpeg21:a0226,Algemeen Handelsblad,20,22,662,0.00011472494693971204,1,1,5770323,2,1963,[0.023592440145898244],[0.019229426151707626]
1963-05-04,KBNRC01:000033159:mpeg21:a0131,Algemeen Handelsblad,7,28,402,0.00014524574894236164,1,0,2767723,1,1963,[0.055371148052026885],[]
1963-05-04,KBNRC01:000033159:mpeg21:a0162,Algemeen Handelsblad,9,28,877,0.00010901064326720684,2,2,8045086,4,1963,"[0.03129214529216966, 0.05907444618988535]","[0.030317637375162926, 0.06196950536016644]"
1963-05-04,KBNRC01:000033159:mpeg21:a0198,Algemeen Handelsblad,13,28,418,0.00018298517995147832,1,0,2284338,1,1963,[0.04018888623312312],[]
1963-05-07,KBNRC01:000033161:mpeg21:a0118,Algemeen Handelsblad,8,18,1051,0.0004149647911653167,1,0,2532745,1,1963,[0.013396532220969738],[]
1963-05-07,KBNRC01:000033161:mpeg21:a0230,Algemeen Handelsblad,18,18,2963,0.00041090012783251363,0,1,7210998,1,1963,[],[0.01048620454478007]
1963-05-08,KBNRC01:000033162:mpeg21:a0123,Algemeen Handelsblad,8,18,1206,9.307928502760272e-05,3,1,12956696,4,1963,"[0.006031861826502683, 0.007543126735396122, 0.005144058330920167]",[0.0066825678398258325]
1963-05-08,KBNRC01:000033162:mpeg21:a0144,Algemeen Handelsblad,10,18,100,5.483959418700301e-05,8,0,1823500,8,1963,"[0.017896353166986564, 0.01888675623800384, 0.00889717576089937, 0.014477652865368796, 0.014389909514669591, 0.0090649849191116, 0.0147227858513847, 0.01508746915272827]",[]
1963-05-09,KBNRC01:000033163:mpeg21:a0017,Algemeen Handelsblad,1,20,0,0.0,1,0,675141,1,1963,[0.06643945486942728],[]
1963-05-09,KBNRC01:000033163:mpeg21:a0025,Algemeen Handelsblad,2,20,120,0.0002697690102849435,0,1,444825,1,1963,[],[0.023116956106333953]
1963-05-09,KBNRC01:000033163:mpeg21:a0078,Algemeen Handelsblad,5,20,332,0.00025057795200828415,1,0,1324937,1,1963,[0.026816369382091376],[]
1963-05-09,KBNRC01:000033163:mpeg21:a0086,Algemeen Handelsblad,6,20,88,2.787343433652357e-05,0,1,3157128,1,1963,[],[0.06049105389455226]
1963-05-09,KBNRC01:000033163:mpeg21:a0115,Algemeen Handelsblad,8,20,750,6.773638372245929e-05,3,7,11072336,10,1963,"[0.0016774238065029817, 0.0017806540552960097, 0.002904897394732241]","[0.0017319741741941357, 0.00241249904265911, 0.0033618921969130995, 0.0017846279231410608, 0.0022118187164840374, 0.0034870690340322043, 0.2419001735496466]"
1963-05-09,KBNRC01:000033163:mpeg21:a0166,Algemeen Handelsblad,12,20,567,0.00014372055249526255,0,4,3945156,4,1963,[],"[0.0023552934281939673, 0.01069945016115966, 0.01231636974558167, 0.009535744594130119]"
1963-05-13,KBNRC01:000033170:mpeg21:a0132,Algemeen Handelsblad,9,16,180,0.00016021190694892444,1,1,1123512,2,1963,[0.0020916554518331802],[0.0030440262320295644]
1963-05-15,KBNRC01:000033172:mpeg21:a0105,Algemeen Handelsblad,9,18,1017,0.0003825645366060093,2,3,2658375,5,1963,"[0.005413457469318663, 0.004027272299807213]","[0.005537217284995533, 0.004105515587529976, 0.002670052193539286]"
1963-05-17,KBNRC01:000033175:mpeg21:a0110,Algemeen Handelsblad,8,22,113,1.5258550054255625e-05,1,1,7405684,2,1963,[0.01929018305398934],[0.04909175168694749]
