date,id,paper_title,page,n_pages,string_length,character_proportion,men_count,women_count,size,total_count,year,men_areas,women_areas
1953-03-12,KBNRC01:000042647:mpeg21:a0126,Algemeen Handelsblad,8,12,1090,0.0001362065330901276,0,1,8002553,1,1953,[],[0.10347147966405221]
1953-03-12,KBNRC01:000042647:mpeg21:a0164,Algemeen Handelsblad,10,12,4330,0.00035188124000023406,1,0,12305288,1,1953,[0.12882445335696327],[]
1953-03-17,KBNRC01:000042651:mpeg21:a0116,Algemeen Handelsblad,6,8,3968,0.00043101575466861317,2,5,9206160,7,1953,"[0.01160092807424594, 0.0025969568202160293]","[0.002592611903334289, 0.00410160153636261, 0.001663885919862353, 0.0012945679849144485, 0.11455297322662217]"
1953-03-20,KBNRC01:000042654:mpeg21:a0144,Algemeen Handelsblad,8,12,24,4.091548395345864e-06,0,3,5865750,3,1953,[],"[0.022554660529344073, 0.0215455824063419, 0.058809188935771216]"
1953-03-20,KBNRC01:000042654:mpeg21:a0186,Algemeen Handelsblad,12,12,356,0.00011391795859018206,1,0,3125056,1,1953,[0.03516352986954474],[]
1953-03-21,KBNRC01:000042655:mpeg21:a0200,Algemeen Handelsblad,14,14,866,0.00024899138363304303,0,1,3478032,1,1953,[],[0.11856705171200264]
1953-03-23,KBNRC01:000042656:mpeg21:a0144,Algemeen Handelsblad,8,10,103,5.759917683506504e-05,1,0,1788220,1,1953,[0.005108431848430283],[]
1953-03-26,KBNRC01:000042662:mpeg21:a0170,Algemeen Handelsblad,10,10,683,0.0003016723158451728,1,2,2264046,3,1953,[0.00613326761028707],"[0.00405645468334124, 0.01674877630578177]"
1953-03-27,KBNRC01:000042664:mpeg21:a0212,Algemeen Handelsblad,14,16,67,1.413768458910086e-05,1,1,4739107,2,1953,[0.012023362207268162],[0.008767052526984514]
1953-03-27,KBNRC01:000042664:mpeg21:a0241,Algemeen Handelsblad,16,16,441,0.00010610291453398204,0,1,4156342,1,1953,[],[0.01423848181886861]
1953-03-28,KBNRC01:000042665:mpeg21:a0091,Algemeen Handelsblad,6,18,551,9.059552665267779e-05,1,0,6081978,1,1953,[0.009660015212156309],[]
1953-03-30,KBNRC01:000042667:mpeg21:a0135,Algemeen Handelsblad,8,12,1050,0.00021193342626109468,1,2,4954386,3,1953,[0.005893767663641872],"[0.003102301677745739, 0.0032956656990391947]"
1953-03-31,KBNRC01:000042668:mpeg21:a0052,Algemeen Handelsblad,3,14,479,0.00023858573944644126,1,0,2007664,1,1953,[0.20355995824002424],[]
1953-03-31,KBNRC01:000042668:mpeg21:a0083,Algemeen Handelsblad,5,14,699,0.00013502784587121936,0,3,5176710,3,1953,[],"[0.004798414436968654, 0.0153184165232358, 0.0037668712367507546]"
1953-03-31,KBNRC01:000042668:mpeg21:a0141,Algemeen Handelsblad,8,14,641,3.9018807856720015e-05,1,0,16427975,1,1953,[0.07246285680371439],[]
1953-04-01,KBNRC01:000042676:mpeg21:a0143,Algemeen Handelsblad,8,10,1182,0.00036564089238650283,1,2,3232680,3,1953,[0.006283640818144697],"[0.0021298117970229035, 0.002243339891359491]"
1953-04-01,KBNRC01:000042676:mpeg21:a0163,Algemeen Handelsblad,10,10,610,7.807500319979522e-05,0,1,7813000,1,1953,[],[0.01241725329578907]
1953-04-02,KBNRC01:000042678:mpeg21:a0069,Algemeen Handelsblad,6,20,1297,0.00011908204909265356,0,1,10891650,1,1953,[],[0.03958610495195861]
1953-04-02,KBNRC01:000042678:mpeg21:a0096,Algemeen Handelsblad,8,20,1016,0.00018479776467459768,0,1,5497902,1,1953,[],[0.01407846120210946]
1953-04-02,KBNRC01:000042678:mpeg21:a0101,Algemeen Handelsblad,8,20,481,0.00012552794810606773,0,1,3831816,1,1953,[],[0.011908191833845883]
1953-04-04,KBNRC01:000042681:mpeg21:a0253,Algemeen Handelsblad,16,16,1331,0.0003123132368017154,0,2,4261747,2,1953,[],"[0.003679242338881215, 0.04752980409207773]"
1953-04-04,KBNRC01:000042681:mpeg21:a0256,Algemeen Handelsblad,16,16,1216,0.0001322123408477638,1,0,9197326,1,1953,[0.004905773699877551],[]
1953-04-07,KBNRC01:000042684:mpeg21:a0150,Algemeen Handelsblad,8,10,415,0.0001379690949227373,0,1,3007920,1,1953,[],[0.030912058831351896]
1953-04-07,KBNRC01:000042684:mpeg21:a0154,Algemeen Handelsblad,8,10,970,0.00015424265900350974,3,3,6288792,6,1953,"[0.0033860238977533362, 0.0015206418021139832, 0.0019514081559701768]","[0.002212825611023548, 0.0029252040773490363, 0.0024271752031232705]"
1953-04-08,KBNRC01:000042686:mpeg21:a0159,Algemeen Handelsblad,8,10,667,0.00025482174703039064,3,2,2617516,5,1953,"[0.008274639008892401, 0.00405307933170227, 0.0069103684562004586]","[0.0026933932782072776, 0.0023549044208325755]"
1953-04-09,KBNRC01:000042689:mpeg21:a0138,Algemeen Handelsblad,8,12,961,0.00011320159071205095,1,1,8489280,2,1953,[0.06894860341513061],[0.03216103132421124]
1953-04-09,KBNRC01:000042689:mpeg21:a0158,Algemeen Handelsblad,10,12,0,0.0,0,1,2954665,1,1953,[],[0.06446077643319971]
1953-04-10,KBNRC01:000042690:mpeg21:a0167,Algemeen Handelsblad,10,12,2410,0.00016652117368545354,0,2,14472634,2,1953,[],"[0.0014389225900413153, 0.00302584864648688]"
1953-04-13,KBNRC01:000042692:mpeg21:a0160,Algemeen Handelsblad,8,10,411,0.0001413624450543781,1,0,2907420,1,1953,[0.0029975029407515942],[]
1953-04-14,KBNRC01:000042693:mpeg21:a0175,Algemeen Handelsblad,8,8,839,0.0003139544717369877,0,1,2672362,1,1953,[],[0.0124702416813291]
1953-04-17,KBNRC01:000042697:mpeg21:a0142,Algemeen Handelsblad,8,12,420,9.601283828809107e-05,0,1,4374415,1,1953,[],[0.010544724265987567]
1953-04-18,KBNRC01:000042698:mpeg21:a0232,Algemeen Handelsblad,16,16,954,0.00028689900072536727,0,1,3325212,1,1953,[],[0.008808460934220134]
1953-04-20,KBNRC01:000042699:mpeg21:a0130,Algemeen Handelsblad,8,10,791,0.00044141462505427,2,0,1791966,2,1953,"[0.09653252349653955, 0.07934860371234723]",[]
1953-04-22,KBNRC01:000042702:mpeg21:a0099,Algemeen Handelsblad,6,8,987,0.00017824887009720795,0,1,5537202,1,1953,[],[0.0029159131272436874]
1953-04-23,KBNRC01:000042703:mpeg21:a0092,Algemeen Handelsblad,6,10,755,0.0001359779697678649,1,0,5552370,1,1953,[0.009884067524318444],[]
1953-04-23,KBNRC01:000042703:mpeg21:a0094,Algemeen Handelsblad,6,10,211,0.00017901897601145725,1,1,1178646,2,1953,[0.02721258121607336],[0.023044238897853977]
1953-04-23,KBNRC01:000042703:mpeg21:a0128,Algemeen Handelsblad,8,10,353,7.757518859780979e-05,0,2,4550424,2,1953,[],"[0.021016063558033274, 0.01715840106328553]"
1953-04-23,KBNRC01:000042703:mpeg21:a0159,Algemeen Handelsblad,10,10,2418,0.0004383450787335199,1,1,5516202,2,1953,[0.06307691415216483],[0.0283024443267306]
1953-04-24,KBNRC01:000042705:mpeg21:a0184,Algemeen Handelsblad,12,12,762,0.00010828711946030382,0,2,7036848,2,1953,[],"[0.0145978710922845, 0.027869296025720608]"
1953-04-25,KBNRC01:000042706:mpeg21:a0071,Algemeen Handelsblad,6,16,1614,0.0002574133941088377,0,1,6270070,1,1953,[],[0.011310400043380697]
1953-04-25,KBNRC01:000042706:mpeg21:a0134,Algemeen Handelsblad,11,16,405,0.0002504388864188538,1,0,1617161,1,1953,[0.025377807157110518],[]
1953-04-27,KBNRC01:000042708:mpeg21:a0073,Algemeen Handelsblad,6,10,364,9.641390595777016e-05,2,0,3775389,2,1953,"[0.005106228788609598, 0.004127256820423008]",[]
1953-04-29,KBNRC01:000042712:mpeg21:a0160,Algemeen Handelsblad,10,12,632,0.00024913080155470235,1,2,2536820,3,1953,[0.0061715060587664875],"[0.0010505278261760786, 0.0008455467869222097]"
1953-04-30,KBNRC01:000042713:mpeg21:a0044,Algemeen Handelsblad,3,10,32,9.214678983620909e-05,0,1,347272,1,1953,[],[0.06815118984542376]
1953-05-01,KBNRC01:000041894:mpeg21:a0137,Algemeen Handelsblad,8,10,428,5.099197257680308e-05,0,4,8393478,4,1953,[],"[0.00992234685073339, 0.014239627482195105, 0.00406518013152593, 0.004579984602330524]"
1953-05-01,KBNRC01:000041894:mpeg21:a0153,Algemeen Handelsblad,10,10,601,0.00015174870817915437,0,1,3960495,1,1953,[],[0.008251493815798278]
1953-05-05,KBNRC01:000041969:mpeg21:a0155,Algemeen Handelsblad,8,8,687,0.0002483091843314375,1,2,2766712,3,1953,[0.01642057431348113],"[0.014339765035175327, 0.011652098230679593]"
1953-05-07,KBNRC01:000041971:mpeg21:a0095,Algemeen Handelsblad,6,10,2261,0.00015121000776180163,0,4,14952714,4,1953,[],"[0.007473960914386512, 0.0064766837645660845, 0.007179432442832786, 0.03971399439593374]"
1953-05-07,KBNRC01:000041971:mpeg21:a0167,Algemeen Handelsblad,10,10,87,2.648735639742725e-05,0,3,3284586,3,1953,[],"[0.006873012306573796, 0.00986273460338685, 0.06417856009859385]"
1953-05-08,KBNRC01:000041972:mpeg21:a0054,Algemeen Handelsblad,4,16,2675,0.0003695610968076,0,1,7238316,1,1953,[],[0.09601418340951128]
1953-05-08,KBNRC01:000041972:mpeg21:a0085,Algemeen Handelsblad,6,16,590,0.00010599291105038976,1,0,5566410,1,1953,[0.01288730079171315],[]
1953-05-08,KBNRC01:000041972:mpeg21:a0101,Algemeen Handelsblad,8,16,164,1.6135201973374556e-05,0,5,10164112,5,1953,[],"[0.003860642228263522, 0.003713654473701195, 0.004374213900830687, 0.004297473306079272, 0.0037779985108389205]"
1953-05-08,KBNRC01:000041972:mpeg21:a0192,Algemeen Handelsblad,14,16,0,0.0,0,1,3303112,1,1953,[],[0.06080629418560436]
1953-05-11,KBNRC01:000041977:mpeg21:a0133,Algemeen Handelsblad,8,12,421,0.00024025237341952744,0,1,1752324,1,1953,[],[0.02033870448615667]
1953-05-12,KBNRC01:000041978:mpeg21:a0113,Algemeen Handelsblad,8,10,118,2.179896916739022e-05,4,0,5413100,4,1953,"[0.004158799948273633, 0.004549703497071918, 0.004681975208290998, 0.007638691322901849]",[]
1953-05-12,KBNRC01:000041978:mpeg21:a0144,Algemeen Handelsblad,10,10,799,0.00010711232543807802,1,2,7459459,3,1953,[0.001979500121925732],"[0.00192212330679745, 0.0021626233216108567]"
1953-05-15,KBNRC01:000041982:mpeg21:a0193,Algemeen Handelsblad,12,14,1332,0.000296567960596538,0,1,4491382,1,1953,[],[0.03659296848943154]
1953-05-15,KBNRC01:000041982:mpeg21:a0224,Algemeen Handelsblad,14,14,603,0.00011303984964012837,1,0,5334402,1,1953,[0.013559533008573408],[]
1953-05-15,KBNRC01:000041982:mpeg21:a0225,Algemeen Handelsblad,14,14,1171,0.0003473186172270034,0,1,3371544,1,1953,[],[0.007275005160840256]
1953-05-16,KBNRC01:000041988:mpeg21:a0216,Algemeen Handelsblad,16,18,1454,0.00019869120708051284,1,1,7317888,2,1953,[0.02115419093596404],[0.011793566668415805]
1953-05-16,KBNRC01:000041988:mpeg21:a0259,Algemeen Handelsblad,18,18,627,0.00011214423716341972,1,1,5591014,2,1953,[0.015121765032246387],[0.012651908938163989]
1953-05-19,KBNRC01:000042005:mpeg21:a0044,Algemeen Handelsblad,3,10,668,0.00016220017249551279,2,2,4118368,4,1953,"[0.008610692390772267, 0.003277997498038058]","[0.0041181361160537375, 0.005693760246777364]"
1953-05-19,KBNRC01:000042005:mpeg21:a0046,Algemeen Handelsblad,3,10,405,0.000205749922907282,1,0,1968409,1,1953,[0.17102543221454483],[]
1953-05-20,KBNRC01:000042006:mpeg21:a0180,Algemeen Handelsblad,10,10,1186,0.0003058141825581743,0,1,3878172,1,1953,[],[0.015174675078877368]
1953-05-21,KBNRC01:000042007:mpeg21:a0164,Algemeen Handelsblad,10,12,928,0.00021299498956829497,1,0,4356910,1,1953,[0.04445696606080915],[]
1953-05-22,KBNRC01:000042008:mpeg21:a0118,Algemeen Handelsblad,8,12,1002,0.00020467927044300603,1,2,4895464,3,1953,[0.001649077595096195],"[0.0012991618363448285, 0.0014119192787445684]"
1953-05-22,KBNRC01:000042008:mpeg21:a0169,Algemeen Handelsblad,10,12,395,0.0001467153588323389,1,1,2692288,2,1953,[0.015128024936410963],[0.011125109943661303]
1953-05-23,KBNRC01:000042009:mpeg21:a0201,Algemeen Handelsblad,14,14,0,0.0,1,0,1198800,1,1953,[0.1583324991658325],[]
1953-05-26,KBNRC01:000042023:mpeg21:a0175,Algemeen Handelsblad,12,12,674,0.0001742254850008401,0,1,3868550,1,1953,[],[0.04799912111773145]
1953-05-27,KBNRC01:000042032:mpeg21:a0155,Algemeen Handelsblad,8,8,2132,0.00025107241602086963,0,1,8491574,1,1953,[],[0.00451094225876145]
1953-05-29,KBNRC01:000042038:mpeg21:a0124,Algemeen Handelsblad,8,10,1111,0.00012524444367286152,0,1,8870653,1,1953,[],[0.00881603642933615]
1953-05-29,KBNRC01:000042038:mpeg21:a0125,Algemeen Handelsblad,8,10,983,0.0001845185726484159,0,1,5327377,1,1953,[],[0.017708527104426813]
1953-05-29,KBNRC01:000042038:mpeg21:a0148,Algemeen Handelsblad,10,10,2608,0.00020741664006357382,0,2,12573726,2,1953,[],"[0.08152078389492502, 0.05126976681375115]"
1953-06-02,KBNRC01:000042105:mpeg21:a0137,Algemeen Handelsblad,8,10,1269,0.0002929200598304803,0,1,4332240,1,1953,[],[0.009805550939006149]
1953-06-02,KBNRC01:000042105:mpeg21:a0168,Algemeen Handelsblad,10,10,540,0.00015321952527483753,2,2,3524355,4,1953,"[0.004713202841370974, 0.0066292981268913035]","[0.00600109807326447, 0.005385382573548919]"
1953-06-05,KBNRC01:000042109:mpeg21:a0130,Algemeen Handelsblad,8,10,621,0.000211813388652669,0,2,2931826,2,1953,[],"[0.007907699843032977, 0.01231655630313668]"
1953-06-05,KBNRC01:000042109:mpeg21:a0155,Algemeen Handelsblad,10,10,472,0.00012054149692108413,1,0,3915664,1,1953,[0.012430075716404676],[]
1953-06-11,KBNRC01:000042118:mpeg21:a0133,Algemeen Handelsblad,8,10,1171,0.0002717633472703913,1,0,4308896,1,1953,[0.08619678915434487],[]
1953-06-11,KBNRC01:000042118:mpeg21:a0167,Algemeen Handelsblad,10,10,552,0.00024400151882104828,1,1,2262281,2,1953,[0.007751026508201236],[0.0053468158906873195]
1953-06-12,KBNRC01:000042119:mpeg21:a0106,Algemeen Handelsblad,10,12,1625,0.0003129866943096515,0,1,5191914,1,1953,[],[0.00790459934428806]
1953-06-12,KBNRC01:000042119:mpeg21:a0129,Algemeen Handelsblad,12,12,1073,0.0001843642611683849,4,3,5820000,7,1953,"[0.0069573883161512026, 0.002118213058419244, 0.0011106529209621992, 0.0017319587628865979]","[0.002449484536082474, 0.0023831615120274915, 0.04053024054982818]"
1953-06-12,KBNRC01:000042119:mpeg21:a0131,Algemeen Handelsblad,12,12,242,2.248051069775046e-05,3,2,10764880,5,1953,"[0.017710369274901345, 0.020761959260112515, 0.024900974279323133]","[0.02364076515483684, 0.020679747475122807]"
1953-06-12,KBNRC01:000042119:mpeg21:a0136,Algemeen Handelsblad,12,12,574,0.00015573534758284632,2,0,3685740,2,1953,"[0.005130584360264153, 0.006973904833222094]",[]
1953-06-13,KBNRC01:000042120:mpeg21:a0097,Algemeen Handelsblad,6,14,802,0.00017188729680006718,2,0,4665848,2,1953,"[0.011981101827577752, 0.009195113085552722]",[]
1953-06-13,KBNRC01:000042120:mpeg21:a0134,Algemeen Handelsblad,9,14,299,0.00025320271799145037,1,0,1180872,1,1953,[0.03357180117743498],[]
1953-06-17,KBNRC01:000042132:mpeg21:a0019,Algemeen Handelsblad,2,8,62,7.048898893777642e-05,1,0,879570,1,1953,[0.12401173300590061],[]
1953-06-18,KBNRC01:000042133:mpeg21:a0157,Algemeen Handelsblad,9,12,20,6.704639509971307e-06,1,1,2983009,2,1953,[0.03609610296180803],[0.03252353579891982]
1953-06-19,KBNRC01:000042134:mpeg21:a0188,Algemeen Handelsblad,12,12,54,1.7569700465889892e-05,1,0,3073473,1,1953,[0.35796312510309997],[]
1953-06-20,KBNRC01:000042135:mpeg21:a0208,Algemeen Handelsblad,16,16,166,0.00015140238741499578,2,0,1096416,2,1953,"[0.043254567609374545, 0.04507322038350407]",[]
1953-06-25,KBNRC01:000042148:mpeg21:a0169,Algemeen Handelsblad,10,10,76,4.003160389781406e-05,1,1,1898500,2,1953,[0.025212536212799577],[0.022254411377403215]
1953-06-26,KBNRC01:000042149:mpeg21:a0138,Algemeen Handelsblad,8,10,1025,0.00032073546990093186,2,2,3195780,4,1953,"[0.031699303456433174, 0.03194525280213281]","[0.024072370438515792, 0.061196327657097795]"
1953-06-27,KBNRC01:000042150:mpeg21:a0223,Algemeen Handelsblad,16,16,2722,0.0002702504135168892,0,1,10072140,1,1953,[],[0.011482763345227529]
1953-07-02,KBNRC01:000042209:mpeg21:a0169,Algemeen Handelsblad,10,10,0,0.0,0,1,2215640,1,1953,[],[0.007994078460399704]
1953-07-03,KBNRC01:000042210:mpeg21:a0169,Algemeen Handelsblad,10,10,1208,0.00027937586322053764,0,2,4323924,2,1953,[],"[0.017751237070771825, 0.01044051653081784]"
1953-07-04,KBNRC01:000042211:mpeg21:a0200,Algemeen Handelsblad,14,16,741,0.00020504436817003015,0,1,3613852,1,1953,[],[0.009186873175769234]
1953-07-04,KBNRC01:000042211:mpeg21:a0205,Algemeen Handelsblad,15,16,69,8.312982589722985e-05,1,0,830027,1,1953,[0.0032697731519577074],[]
1953-07-04,KBNRC01:000042211:mpeg21:a0231,Algemeen Handelsblad,16,16,538,0.00011091573723195965,1,1,4850529,2,1953,[0.009295893293288216],[0.009843874760876597]
1953-07-09,KBNRC01:000042242:mpeg21:a0162,Algemeen Handelsblad,10,10,1333,0.0001737705764307654,0,1,7671034,1,1953,[],[0.018729026621443733]
1953-07-10,KBNRC01:000042243:mpeg21:a0088,Algemeen Handelsblad,6,10,1408,0.00020299586136420715,0,1,6936102,1,1953,[],[0.03321202600538458]
1953-07-11,KBNRC01:000042244:mpeg21:a0106,Algemeen Handelsblad,6,14,418,0.00014714910921984217,0,1,2840656,1,1953,[],[0.011795514838825962]
1953-07-14,KBNRC01:000042253:mpeg21:a0051,Algemeen Handelsblad,3,8,204,0.00010475505802608606,0,1,1947400,1,1953,[],[0.03946030604909109]
1953-07-15,KBNRC01:000042254:mpeg21:a0046,Algemeen Handelsblad,3,8,20,6.832736322997111e-06,1,1,2927085,2,1953,[0.03053379044339334],[0.025541793285811652]
1953-07-15,KBNRC01:000042254:mpeg21:a0131,Algemeen Handelsblad,8,8,503,0.0001807880850947592,2,3,2782263,5,1953,"[0.008959613091932718, 0.01578750822621729]","[0.009178140240516443, 0.010584908759524171, 0.07851306652174866]"
1953-07-16,KBNRC01:000042255:mpeg21:a0161,Algemeen Handelsblad,10,10,230,0.00017326740132044826,2,2,1327428,4,1953,"[0.004877100678906878, 0.005506890015880334]","[0.004896687428621364, 0.0030796397243390977]"
1953-07-16,KBNRC01:000042255:mpeg21:a0162,Algemeen Handelsblad,10,10,211,0.00010657663718888208,6,1,1979796,7,1953,"[0.010327831756403186, 0.013082155939298797, 0.00781696700064047, 0.014584836013407442, 0.013736263736263736, 0.014483815504223667]",[0.01386405468038121]
1953-07-18,KBNRC01:000042257:mpeg21:a0192,Algemeen Handelsblad,13,14,151,0.00017313396555895325,1,0,872157,1,1953,[0.0022656471254602095],[]
1953-07-21,KBNRC01:000042270:mpeg21:a0090,Algemeen Handelsblad,6,8,270,8.593777850205996e-05,1,1,3141808,2,1953,[0.07838448434786595],[0.08494471972825837]
1953-07-22,KBNRC01:000042271:mpeg21:a0091,Algemeen Handelsblad,6,8,1031,0.00029923609176186496,2,0,3445440,2,1953,"[0.034212176093619394, 0.040086607225782486]",[]
1953-07-23,KBNRC01:000042272:mpeg21:a0130,Algemeen Handelsblad,8,10,971,0.0001995450947253512,0,1,4866068,1,1953,[],[0.03316127107142769]
1953-07-23,KBNRC01:000042272:mpeg21:a0165,Algemeen Handelsblad,10,10,767,0.00016979729037174096,1,1,4517151,2,1953,[0.06077392586610454],[0.09238987140345763]
1953-07-24,KBNRC01:000042273:mpeg21:a0140,Algemeen Handelsblad,8,10,543,0.00016383115072827925,2,3,3314388,5,1953,"[0.0054553057759079504, 0.006530919131978513]","[0.008951878898909844, 0.004032418654665658, 0.012662367833820302]"
1953-07-25,KBNRC01:000042274:mpeg21:a0192,Algemeen Handelsblad,14,14,1770,0.00018726352029391696,2,0,9451921,2,1953,"[0.12445977912849673, 0.013320255215844483]",[]
1953-07-28,KBNRC01:000042485:mpeg21:a0144,Algemeen Handelsblad,8,8,283,0.00013389857774160886,1,1,2113540,2,1953,[0.011545558636221694],[0.015328784882235491]
1953-07-29,KBNRC01:000042486:mpeg21:a0146,Algemeen Handelsblad,8,8,142,5.55652729565773e-05,1,0,2555553,1,1953,[0.10140271009836227],[]
1953-08-01,KBNRC01:000042489:mpeg21:a0076,Algemeen Handelsblad,6,10,263,4.745960294538266e-05,0,1,5541555,1,1953,[],[0.08305971879734118]
1953-08-05,KBNRC01:000042492:mpeg21:a0107,Algemeen Handelsblad,6,6,899,0.0001747922713429335,2,1,5143248,3,1953,"[0.020577463890522098, 0.01554465193978591]",[0.007708747468525725]
1953-08-06,KBNRC01:000042493:mpeg21:a0135,Algemeen Handelsblad,8,10,723,0.00017705382436260624,0,1,4083504,1,1953,[],[0.006685434861824551]
1953-08-06,KBNRC01:000042493:mpeg21:a0166,Algemeen Handelsblad,10,10,477,0.0001522186587525729,2,2,3133650,4,1953,"[0.010460644934820417, 0.011373318653965823]","[0.003256904887272031, 0.006778038389737207]"
1953-08-08,KBNRC01:000042495:mpeg21:a0189,Algemeen Handelsblad,12,12,1086,0.0001886945879056152,6,2,5755332,8,1953,"[0.008675259741749042, 0.008082418181957183, 0.011872121365022904, 0.008256691360289902, 0.010595218486092548, 0.007323296032270597]","[0.008601415174658908, 0.0067346245186202984]"
1953-08-10,KBNRC01:000042496:mpeg21:a0060,Algemeen Handelsblad,5,8,204,0.0001780971886834951,1,1,1145442,2,1953,[0.0019066875494350652],[0.0020254190085573953]
1953-08-20,KBNRC01:000042520:mpeg21:a0043,Algemeen Handelsblad,3,8,20,7.627369442317256e-06,1,1,2622136,2,1953,[0.006178169248276977],[0.005747222874786052]
1953-09-03,KBNRC01:000040371:mpeg21:a0130,Algemeen Handelsblad,8,10,159,2.630745573150114e-05,1,0,6043914,1,1953,[0.04997721675060234],[]
1953-09-03,KBNRC01:000040371:mpeg21:a0137,Algemeen Handelsblad,8,10,0,0.0,0,1,3443990,1,1953,[],[0.09552757121826719]
1953-09-03,KBNRC01:000040371:mpeg21:a0153,Algemeen Handelsblad,10,10,0,0.0,0,1,5699205,1,1953,[],[0.00872016360176551]
1953-09-04,KBNRC01:000040372:mpeg21:a0114,Algemeen Handelsblad,8,12,441,3.7033149287258834e-05,1,0,11908250,1,1953,[0.019412844036697248],[]
1953-09-04,KBNRC01:000040372:mpeg21:a0162,Algemeen Handelsblad,12,12,6020,0.0002175177052908255,2,8,27675908,10,1953,"[0.002945811208795751, 0.002633987654533322]","[0.0029364890214261443, 0.0024991049977474995, 0.0038706589138827892, 0.010932974629052822, 0.0033267201206189875, 0.0023786030796171167, 0.0028378472713523977, 0.0024181320446649843]"
1953-09-07,KBNRC01:000040374:mpeg21:a0078,Algemeen Handelsblad,6,10,100,0.00010633637171792787,0,1,940412,1,1953,[],[0.01857909086655636]
1953-09-07,KBNRC01:000040374:mpeg21:a0150,Algemeen Handelsblad,10,10,451,8.348427450592026e-05,0,1,5402215,1,1953,[],[0.004019462387187478]
1953-09-09,KBNRC01:000040376:mpeg21:a0108,Algemeen Handelsblad,6,8,871,0.0003435401437110066,2,2,2535366,4,1953,"[0.0011974602483428428, 0.00630047101680783]","[0.0016960075981140394, 0.0016202788867563894]"
1953-09-10,KBNRC01:000040377:mpeg21:a0141,Algemeen Handelsblad,12,12,1382,8.674710169271088e-05,0,2,15931368,2,1953,[],"[0.006602257885198559, 0.0367938271214374]"
1953-09-10,KBNRC01:000040377:mpeg21:a0143,Algemeen Handelsblad,12,12,305,4.135853428608932e-05,1,0,7374536,1,1953,[0.002707153372090122],[]
1953-09-11,KBNRC01:000040378:mpeg21:a0110,Algemeen Handelsblad,6,10,1572,0.0004808018747602873,0,2,3269538,2,1953,[],"[0.006393563861316186, 0.004126882758359132]"
1953-09-11,KBNRC01:000040378:mpeg21:a0139,Algemeen Handelsblad,8,10,2171,0.00014704135323017546,0,4,14764554,4,1953,[],"[0.009533643887922385, 0.008928410570342998, 0.00790548769708858, 0.049732623145948056]"
1953-09-11,KBNRC01:000040378:mpeg21:a0160,Algemeen Handelsblad,10,10,1048,0.00026530127643329776,0,1,3950226,1,1953,[],[0.013323794638585235]
1953-09-11,KBNRC01:000040378:mpeg21:a0165,Algemeen Handelsblad,10,10,608,0.00017204301075268816,0,1,3534000,1,1953,[],[0.2635517826825127]
1953-09-12,KBNRC01:000040379:mpeg21:a0095,Algemeen Handelsblad,6,16,619,0.00011705321647678137,1,0,5288193,1,1953,[0.03439776120122696],[]
1953-09-12,KBNRC01:000040379:mpeg21:a0224,Algemeen Handelsblad,16,16,397,7.414950332906991e-05,0,1,5354048,1,1953,[],[0.12789649999402322]
1953-09-16,KBNRC01:000040382:mpeg21:a0086,Algemeen Handelsblad,6,12,57,4.388071835045451e-05,1,0,1298976,1,1953,[0.2997745916783682],[]
1953-09-16,KBNRC01:000040382:mpeg21:a0197,Algemeen Handelsblad,12,12,845,8.149098608432919e-05,1,0,10369245,1,1953,[0.01076674338392043],[]
1953-09-17,KBNRC01:000040383:mpeg21:a0094,Algemeen Handelsblad,6,10,1413,0.00013549862631435106,0,1,10428150,1,1953,[],[0.06353830736995536]
1953-09-17,KBNRC01:000040383:mpeg21:a0096,Algemeen Handelsblad,6,10,603,0.0002410457307323313,1,1,2501600,2,1953,[0.025435721138471378],[0.020598017268947874]
1953-09-17,KBNRC01:000040383:mpeg21:a0098,Algemeen Handelsblad,6,10,172,9.479388667611297e-05,0,1,1814463,1,1953,[],[0.042018492523683316]
1953-09-17,KBNRC01:000040383:mpeg21:a0126,Algemeen Handelsblad,8,10,1075,0.0002269967798131236,0,1,4735750,1,1953,[],[0.01759045557725809]
1953-09-23,KBNRC01:000040388:mpeg21:a0072,Algemeen Handelsblad,4,8,109,0.00010023679794008782,1,0,1087425,1,1953,[0.0848941306296986],[]
1953-09-24,KBNRC01:000040389:mpeg21:a0195,Algemeen Handelsblad,10,10,69,1.30711228208165e-05,2,2,5278812,4,1953,"[0.010833877016268055, 0.032782754907733025]","[0.013285754446265561, 0.028334594980840386]"
1953-09-25,KBNRC01:000040390:mpeg21:a0105,Algemeen Handelsblad,6,14,1080,0.00016761555695855984,1,1,6443316,2,1953,[0.0037480700931011297],[0.005364939419392127]
1953-09-26,KBNRC01:000040391:mpeg21:a0203,Algemeen Handelsblad,15,16,565,0.0003331870848429952,2,1,1695744,3,1953,"[0.0014105902777777778, 0.0012266002415458937]",[0.0011269389719202898]
1953-09-28,KBNRC01:000040392:mpeg21:a0127,Algemeen Handelsblad,8,10,607,6.788547373883441e-05,0,1,8941530,1,1953,[],[0.08281334402501585]
1953-09-29,KBNRC01:000040393:mpeg21:a0142,Algemeen Handelsblad,10,10,655,0.00011898821144731992,1,0,5504747,1,1953,[0.03395324072114486],[]
1953-09-30,KBNRC01:000040394:mpeg21:a0156,Algemeen Handelsblad,8,8,434,0.00013855757099000342,0,1,3132272,1,1953,[],[0.020783635648500512]
